year,title,score,passing,director,writer,producer,overall
1964.0,Nikutai no mon [Gate of Flesh],3.0,1.0,0.0,0.0,0,0.0
1964.0,Onibaba,0.0,0.0,0.0,0.0,0,0.0
1964.0,Per un pugno di dollari (A Fisful of Dollars),1.0,0.0,0.0,0.0,0,0.0
1964.0,Red Desert,3.0,1.0,0.0,0.0,0,0.0
1964.0,Seduced and abandoned,3.0,1.0,0.0,0.0,0,0.0
1964.0,The Time Travelers,2.0,0.0,0.0,0.0,0,0.0
1964.0,The Train,1.0,0.0,0.0,0.0,0,0.0
1964.0,The Umbrellas of Cherbourg,3.0,1.0,0.0,0.0,1,1.0
1964.0,The Unsinkable Molly Brown,3.0,1.0,0.0,1.0,0,1.0
1964.0,Viva Las Vegas,0.0,0.0,0.0,1.0,0,1.0
1964.0,Woman in the Dunes,0.0,0.0,0.0,0.0,0,0.0
1964.0,Zulu,0.0,0.0,0.0,0.0,0,0.0
1963.0,55 Days at Peking,1.0,0.0,0.0,0.0,0,0.0
1963.0,8½,3.0,1.0,0.0,0.0,0,0.0
1963.0,Atragon,0.0,0.0,0.0,0.0,0,0.0
1963.0,The Bakery Girl of Monceau,1.0,0.0,0.0,0.0,0,0.0
1963.0,Beach Party,2.0,0.0,0.0,0.0,0,0.0
1963.0,The Birds,3.0,1.0,0.0,1.0,0,1.0
1963.0,Bye Bye Birdie,3.0,1.0,0.0,0.0,0,0.0
1963.0,Carry on Cabby,3.0,1.0,0.0,0.0,0,0.0
1963.0,Charade,2.0,0.0,0.0,0.0,0,0.0
1963.0,Contempt,1.0,0.0,0.0,0.0,0,0.0
1963.0,Dementia 13,3.0,1.0,0.0,0.0,0,0.0
1963.0,El verdugo,1.0,0.0,0.0,0.0,0,0.0
1963.0,From Russia with Love,3.0,1.0,0.0,1.0,0,1.0
1963.0,The Great Escape,0.0,0.0,0.0,0.0,0,0.0
1963.0,The Guest,0.0,0.0,0.0,0.0,0,0.0
1963.0,The Haunting,3.0,1.0,0.0,0.0,0,0.0
1963.0,Irma la Douce,2.0,0.0,0.0,0.0,0,0.0
1963.0,Khaneh siah ast (The House is Black),0.0,0.0,1.0,1.0,0,2.0
1963.0,The Kiss of the Vampire,2.0,0.0,0.0,0.0,0,0.0
1963.0,Lord of the Flies,0.0,0.0,0.0,0.0,0,0.0
1963.0,"Move Over, Darling",3.0,1.0,0.0,0.0,0,0.0
1963.0,The Pink Panther,1.0,0.0,0.0,0.0,0,0.0
1963.0,The Raven,1.0,0.0,0.0,0.0,0,0.0
1963.0,Sanjuro,3.0,1.0,0.0,0.0,0,0.0
1963.0,The Servant,3.0,1.0,0.0,0.0,0,0.0
1963.0,Shock Corridor,0.0,0.0,0.0,0.0,0,0.0
1963.0,Summer Holiday,3.0,1.0,0.0,0.0,0,0.0
1963.0,Summer Magic,3.0,1.0,0.0,1.0,0,1.0
1963.0,Suzanne's Career,3.0,1.0,0.0,0.0,0,0.0
1963.0,The Sword in the Stone,0.0,0.0,0.0,0.0,0,0.0
1963.0,Tom Jones,3.0,1.0,0.0,0.0,0,0.0
1963.0,Unearthly Stranger,1.0,0.0,0.0,0.0,0,0.0
1963.0,X: The Man with the X-Ray Eyes,1.0,0.0,0.0,0.0,0,0.0
1962.0,Advise & Consent,3.0,1.0,0.0,0.0,0,0.0
1962.0,Atraco a las tres,1.0,0.0,0.0,0.0,0,0.0
1962.0,Boccaccio ´70,2.0,0.0,0.0,1.0,0,1.0
1962.0,The Brain That Wouldn't Die,2.0,0.0,0.0,0.0,0,0.0
1962.0,Carnival of Souls,3.0,1.0,0.0,0.0,0,0.0
1962.0,Cartouche,1.0,0.0,0.0,0.0,0,0.0
1962.0,Cleo from 5 to 7,3.0,1.0,1.0,1.0,0,2.0
1962.0,The Day of the Triffids,3.0,1.0,0.0,0.0,0,0.0
1962.0,The Devil's Hand,2.0,0.0,0.0,0.0,0,0.0
1962.0,Dr. No,1.0,0.0,0.0,1.0,0,1.0
1962.0,Gypsy,3.0,1.0,0.0,0.0,0,0.0
1962.0,Hatari!,3.0,1.0,0.0,1.0,0,1.0
1962.0,Ivanovo detstvo,1.0,0.0,0.0,0.0,0,0.0
1962.0,Jules and Jim,1.0,0.0,0.0,0.0,0,0.0
1962.0,King Kong vs. Godzilla,3.0,1.0,0.0,0.0,0,0.0
1962.0,The L-Shaped Room,3.0,1.0,0.0,1.0,0,1.0
1962.0,La Jetee,0.0,0.0,0.0,0.0,0,0.0
1962.0,Lawrence of Arabia,0.0,0.0,0.0,0.0,0,0.0
1962.0,Les dimanches de Ville d'Avray,3.0,1.0,0.0,0.0,0,0.0
1962.0,Lolita,3.0,1.0,0.0,0.0,0,0.0
1962.0,The Loneliness of the Long Distance Runner,3.0,1.0,0.0,0.0,0,0.0
1962.0,The Manchurian Candidate,1.0,0.0,0.0,0.0,0,0.0
1962.0,The Miracle Worker,3.0,1.0,0.0,0.0,0,0.0
1962.0,The Music Man,3.0,1.0,0.0,0.0,0,0.0
1962.0,That Touch of Mink,2.0,0.0,0.0,0.0,0,0.0
1962.0,To Kill a Mockingbird,3.0,1.0,0.0,1.0,0,1.0
1962.0,The Trial of Joan of Arc,0.0,0.0,0.0,0.0,1,1.0
1962.0,The Trial,1.0,0.0,0.0,0.0,0,0.0
1962.0,War of the Buttons,0.0,0.0,0.0,0.0,0,0.0
1962.0,What Ever Happened to Baby Jane?,3.0,1.0,0.0,0.0,0,0.0
1961.0,A Raisin in the Sun,3.0,1.0,0.0,1.0,0,1.0
1961.0,A Taste of Honey,3.0,1.0,0.0,1.0,0,1.0
1961.0,A Woman Is a Woman,0.0,0.0,0.0,0.0,0,0.0
1961.0,Accattone,3.0,1.0,0.0,0.0,0,0.0
1961.0,The Beast of Yucca Flats,0.0,0.0,0.0,0.0,0,0.0
1961.0,Blue Hawaii,3.0,1.0,0.0,1.0,0,1.0
1961.0,Breakfast at Tiffany's,2.0,0.0,0.0,0.0,0,0.0
1961.0,The Children's Hour,3.0,1.0,0.0,1.0,0,1.0
1961.0,The Curse of the Werewolf,3.0,1.0,0.0,0.0,0,0.0
1961.0,El Cid,1.0,0.0,0.0,0.0,0,0.0
1961.0,The Guns of Navarone,1.0,0.0,0.0,0.0,0,0.0
1961.0,The Hustler,0.0,0.0,0.0,0.0,0,0.0
1961.0,The Innocents,3.0,1.0,0.0,0.0,0,0.0
1961.0,La Notte,3.0,1.0,0.0,0.0,0,0.0
1961.0,"Leon Morin, Priest",3.0,1.0,0.0,1.0,0,1.0
1961.0,The Misfits,3.0,1.0,0.0,0.0,0,0.0
1961.0,Mothra,0.0,0.0,0.0,0.0,0,0.0
1961.0,Mysterious Island,0.0,0.0,0.0,0.0,0,0.0
1961.0,One Hundred and One Dalmatians,3.0,1.0,0.0,0.0,0,0.0
1961.0,"One, Two, Three",3.0,1.0,0.0,0.0,0,0.0
1961.0,Paris Blues,3.0,1.0,0.0,0.0,0,0.0
1961.0,The Phantom Planet,0.0,0.0,0.0,0.0,0,0.0
1961.0,Snow White and the Three Stooges,3.0,1.0,0.0,0.0,0,0.0
1961.0,Splendor in the Grass,3.0,1.0,0.0,0.0,0,0.0
1961.0,Through a Glass Darkly,0.0,0.0,0.0,0.0,0,0.0
1961.0,Underworld U.S.A.,3.0,1.0,0.0,0.0,0,0.0
1961.0,West Side Story,3.0,1.0,0.0,0.0,0,0.0
1961.0,Yojimbo,1.0,0.0,0.0,0.0,0,0.0
1960.0,A bout de souffle,0.0,0.0,0.0,0.0,0,0.0
1960.0,The Apartment,3.0,1.0,0.0,0.0,0,0.0
1960.0,Black Sunday,3.0,1.0,0.0,0.0,0,0.0
1960.0,Body in the Web,3.0,1.0,0.0,0.0,0,0.0
1960.0,The Brides of Dracula,3.0,1.0,0.0,0.0,0,0.0
1960.0,The City of the Dead,3.0,1.0,0.0,0.0,0,0.0
1960.0,Exodus,3.0,1.0,0.0,0.0,0,0.0
1960.0,Inherit the Wind,3.0,1.0,0.0,0.0,0,0.0
1960.0,Jigoku (Hell or The Sinners of Hell),3.0,1.0,0.0,0.0,0,0.0
1960.0,La ciociara,3.0,1.0,0.0,0.0,0,0.0
1960.0,La Dolce Vita,2.0,0.0,0.0,0.0,0,0.0
1960.0,Late Autumn,3.0,1.0,0.0,0.0,0,0.0
1960.0,Le Trou,0.0,0.0,0.0,0.0,0,0.0
1960.0,Les yeux sans visage,3.0,1.0,0.0,0.0,0,0.0
1960.0,Let's Make Love,2.0,0.0,0.0,0.0,0,0.0
1960.0,The Magnificent Seven,0.0,0.0,0.0,0.0,0,0.0
1960.0,Make Mine Mink,3.0,1.0,0.0,0.0,0,0.0
1960.0,Peeping Tom,2.0,0.0,0.0,0.0,0,0.0
1960.0,Psycho,1.0,0.0,0.0,0.0,0,0.0
1960.0,Rocco and His Brothers,2.0,0.0,0.0,1.0,0,1.0
1960.0,School for Scoundrels,1.0,0.0,0.0,1.0,0,1.0
1960.0,Spartacus,2.0,0.0,0.0,0.0,0,0.0
1960.0,The Story of Ruth,3.0,1.0,0.0,0.0,0,0.0
1960.0,Testament of Orpheus,1.0,0.0,0.0,0.0,0,0.0
1960.0,The Truth,3.0,1.0,0.0,1.0,0,1.0
1960.0,The Virgin Spring,3.0,1.0,0.0,1.0,0,1.0
1960.0,Where the Boys Are,2.0,0.0,0.0,0.0,0,0.0
1960.0,Wild River,3.0,1.0,0.0,0.0,0,0.0
1960.0,Zazie dans le metro,3.0,1.0,0.0,0.0,0,0.0
1959.0,The 400 Blows,0.0,0.0,0.0,0.0,0,0.0
1959.0,A Bucket of Blood,2.0,0.0,0.0,0.0,0,0.0
1959.0,Anatomy of a Murder,1.0,0.0,0.0,0.0,0,0.0
1959.0,Apur Sansar,0.0,0.0,0.0,0.0,0,0.0
1959.0,Araya,3.0,1.0,1.0,0.0,0,1.0
1959.0,The Bat,3.0,1.0,0.0,1.0,0,1.0
1959.0,Battle in Outer Space,1.0,0.0,0.0,0.0,0,0.0
1959.0,Ben-Hur,3.0,1.0,0.0,0.0,0,0.0
1959.0,Come Dance with Me!,3.0,1.0,0.0,0.0,0,0.0
1959.0,Darby O'Gill and the Little People,3.0,1.0,0.0,0.0,0,0.0
1959.0,Ghost of Dragstrip Hollow,3.0,1.0,0.0,0.0,0,0.0
1959.0,The Giant Gila Monster,3.0,1.0,0.0,0.0,0,0.0
1959.0,Gidget,3.0,1.0,0.0,1.0,0,1.0
1959.0,Good Morning (Ohayô),3.0,1.0,0.0,0.0,0,0.0
1959.0,The Great War,1.0,0.0,0.0,0.0,0,0.0
1959.0,House on Haunted Hill,3.0,1.0,0.0,0.0,0,0.0
1959.0,Imitation of Life,3.0,1.0,0.0,1.0,0,1.0
1959.0,Journey to the Center of the Earth,1.0,0.0,0.0,0.0,0,0.0
1959.0,North By Northwest,1.0,0.0,0.0,0.0,0,0.0
1959.0,The Nun's Story,3.0,1.0,0.0,0.0,0,0.0
1959.0,Pillow Talk,3.0,1.0,0.0,0.0,0,0.0
1959.0,Rio Bravo,1.0,0.0,0.0,1.0,0,1.0
1959.0,Some Like It Hot,3.0,1.0,0.0,0.0,0,0.0
1959.0,"Suddenly, Last Summer",3.0,1.0,0.0,0.0,0,0.0
1959.0,The Tingler,1.0,0.0,0.0,0.0,0,0.0
1959.0,The Wasp Woman,3.0,1.0,0.0,0.0,0,0.0
1958.0,Auntie Mame,3.0,1.0,0.0,1.0,0,1.0
1958.0,Blood of the Vampire,0.0,0.0,0.0,0.0,0,0.0
1958.0,Cat on a Hot Tin Roof,3.0,1.0,0.0,0.0,0,0.0
1958.0,The Day the Sky Exploded,1.0,0.0,0.0,0.0,0,0.0
1958.0,The Defiant Ones,0.0,0.0,0.0,0.0,0,0.0
1958.0,The Fabulous World of Jules Verne,0.0,0.0,0.0,0.0,0,0.0
1958.0,The Fly,2.0,0.0,0.0,0.0,0,0.0
1958.0,Gigi,2.0,0.0,0.0,1.0,0,1.0
1958.0,The Hidden Fortress,0.0,0.0,0.0,0.0,0,0.0
1958.0,I Bury the Living,1.0,0.0,0.0,0.0,0,0.0
1958.0,I Want To Live!,3.0,1.0,0.0,0.0,0,0.0
1958.0,Indiscreet,3.0,1.0,0.0,0.0,0,0.0
1958.0,The Inn of the Sixth Happiness,3.0,1.0,0.0,1.0,0,1.0
1958.0,It! The Terror from Beyond Space,1.0,0.0,0.0,0.0,0,0.0
1958.0,Love Is My Profession,3.0,1.0,0.0,0.0,0,0.0
1958.0,Mon Oncle,3.0,1.0,0.0,0.0,0,0.0
1958.0,Run Silent Run Deep,0.0,0.0,0.0,0.0,0,0.0
1958.0,The Screaming Skull,2.0,0.0,0.0,0.0,0,0.0
1958.0,Separate Tables,3.0,1.0,0.0,0.0,0,0.0
1958.0,South Pacific,3.0,1.0,0.0,0.0,0,0.0
1958.0,Teacher's Pet,1.0,0.0,0.0,1.0,0,1.0
1958.0,Touch of Evil,1.0,0.0,0.0,0.0,0,0.0
1958.0,Vertigo,1.0,0.0,0.0,0.0,0,0.0
1958.0,The Vikings,2.0,0.0,0.0,0.0,0,0.0
1958.0,The Wild Women of Wongo,3.0,1.0,0.0,0.0,0,0.0
1957.0,12 Angry Men,0.0,0.0,0.0,0.0,0,0.0
1957.0,A Face in the Crowd,1.0,0.0,0.0,0.0,0,0.0
1957.0,Amanecer en Puerta Oscura,3.0,1.0,0.0,0.0,0,0.0
1957.0,An Affair to Remember,2.0,0.0,0.0,0.0,0,0.0
1957.0,The Bridge on the River Kwai,1.0,0.0,0.0,0.0,0,0.0
1957.0,The Cranes Are Flying,3.0,1.0,0.0,0.0,0,0.0
1957.0,Desk Set,3.0,1.0,0.0,1.0,0,1.0
1957.0,The Enemy Below,0.0,0.0,0.0,0.0,0,0.0
1957.0,Fire Down Below,0.0,0.0,0.0,0.0,0,0.0
1957.0,Forty Guns,2.0,0.0,0.0,0.0,0,0.0
1957.0,Funny Face,3.0,1.0,0.0,0.0,0,0.0
1957.0,"Heaven Knows, Mr. Allison",0.0,0.0,0.0,0.0,0,0.0
1957.0,The Incredible Shrinking Man,0.0,0.0,0.0,0.0,0,0.0
1957.0,Kanal,1.0,0.0,0.0,0.0,0,0.0
1957.0,Kiss Them for Me,2.0,0.0,0.0,0.0,0,0.0
1957.0,The Mysterians,3.0,1.0,0.0,0.0,0,0.0
1957.0,Night of the Demon,3.0,1.0,0.0,0.0,0,0.0
1957.0,Nights of Cabiria,3.0,1.0,0.0,0.0,0,0.0
1957.0,Oedipus Rex,1.0,0.0,0.0,0.0,0,0.0
1957.0,Old Yeller,1.0,0.0,0.0,0.0,0,0.0
1957.0,Paths of Glory,0.0,0.0,0.0,0.0,0,0.0
1957.0,The Prince and the Showgirl,3.0,1.0,0.0,0.0,0,0.0
1957.0,Sayonara,2.0,0.0,0.0,0.0,0,0.0
1957.0,The Seventh Seal,1.0,0.0,0.0,0.0,0,0.0
1957.0,Smultronstället (Wild Strawberries),2.0,0.0,0.0,0.0,0,0.0
1957.0,Sorority Girl,3.0,1.0,0.0,0.0,0,0.0
1957.0,Sweet Smell of Success,1.0,0.0,0.0,0.0,0,0.0
1957.0,Tammy and the Bachelor,3.0,1.0,0.0,0.0,0,0.0
1957.0,Three Faces of Eve,0.0,0.0,0.0,0.0,0,0.0
1957.0,Throne of Blood,0.0,0.0,0.0,0.0,0,0.0
1957.0,The True Story of Jesse James,2.0,0.0,0.0,0.0,0,0.0
1957.0,Witness for the Prosecution,1.0,0.0,0.0,1.0,0,1.0
1956.0,...And God Created Woman,3.0,1.0,0.0,0.0,0,0.0
1956.0,Aparajito,3.0,1.0,0.0,0.0,0,0.0
1956.0,Around the World in Eighty Days,0.0,0.0,0.0,0.0,0,0.0
1956.0,The Bad Seed,3.0,1.0,0.0,0.0,0,0.0
1956.0,Bigger Than Life,0.0,0.0,0.0,0.0,0,0.0
1956.0,Bus Stop,3.0,1.0,0.0,0.0,0,0.0
1956.0,Calle mayor [Main Street],3.0,1.0,0.0,0.0,0,0.0
1956.0,The Court Jester,2.0,0.0,0.0,0.0,0,0.0
1956.0,Eyewitness,3.0,1.0,1.0,0.0,0,1.0
1956.0,Forbidden Planet,0.0,0.0,0.0,0.0,0,0.0
1956.0,Gunslinger,3.0,1.0,0.0,0.0,0,0.0
1956.0,High Society,3.0,1.0,0.0,0.0,0,0.0
1956.0,Indestructible Man,1.0,0.0,0.0,0.0,0,0.0
1956.0,Invasion of the Body Snatchers,3.0,1.0,0.0,0.0,0,0.0
1956.0,The Iron Petticoat,1.0,0.0,0.0,0.0,1,1.0
1956.0,The Killing,1.0,0.0,0.0,0.0,0,0.0
1956.0,The King and I,2.0,0.0,0.0,0.0,0,0.0
1956.0,The Man Who Knew Too Much,2.0,0.0,0.0,0.0,0,0.0
1956.0,The Man Who Never Was,3.0,1.0,0.0,0.0,0,0.0
1956.0,The Proud and Profane,3.0,1.0,0.0,0.0,0,0.0
1956.0,Rodan,1.0,0.0,0.0,0.0,0,0.0
1956.0,Saboteur,1.0,0.0,0.0,1.0,0,1.0
1956.0,The Searchers,3.0,1.0,0.0,0.0,0,0.0
1956.0,The Spanish Gardener,2.0,0.0,0.0,0.0,0,0.0
1956.0,The Ten Commandments,2.0,0.0,0.0,0.0,0,0.0
1956.0,Un condamne a mort s'est echappe ou Le vent souffle ou il veut,0.0,0.0,0.0,0.0,0,0.0
1956.0,The Unguarded Moment,1.0,0.0,0.0,0.0,0,0.0
1956.0,War and Peace,3.0,1.0,0.0,1.0,0,1.0
1956.0,The Wrong Man,1.0,0.0,0.0,0.0,0,0.0
1955.0,The Big Combo,2.0,0.0,0.0,0.0,0,0.0
1955.0,Bride of the Monster,3.0,1.0,0.0,0.0,0,0.0
1955.0,Daddy Long Legs,3.0,1.0,0.0,1.0,0,1.0
1955.0,The Dam Busters,1.0,0.0,0.0,0.0,0,0.0
1955.0,Diabolique,3.0,1.0,0.0,0.0,0,0.0
1955.0,The Fast and the Furious,3.0,1.0,0.0,0.0,0,0.0
1955.0,The Glass Slipper,3.0,1.0,0.0,1.0,0,1.0
1955.0,Godzilla Raids Again,2.0,0.0,0.0,0.0,0,0.0
1955.0,Guys and Dolls,3.0,1.0,0.0,0.0,0,0.0
1955.0,Killer's Kiss,1.0,0.0,0.0,0.0,0,0.0
1955.0,Lady and the Tramp,2.0,0.0,0.0,0.0,0,0.0
1955.0,The Ladykillers,3.0,1.0,0.0,0.0,0,0.0
1955.0,Les grandes manoeuvres,3.0,1.0,0.0,0.0,0,0.0
1955.0,Marty,3.0,1.0,0.0,0.0,0,0.0
1955.0,My Sister Eileen,3.0,1.0,0.0,0.0,0,0.0
1955.0,The Night of the Hunter,3.0,1.0,0.0,0.0,0,0.0
1955.0,Not as a Stranger,2.0,0.0,0.0,1.0,0,1.0
1955.0,Oklahoma!,3.0,1.0,0.0,1.0,0,1.0
1955.0,Pather Panchali,3.0,1.0,0.0,0.0,0,0.0
1955.0,The Prisoner,0.0,0.0,0.0,1.0,0,1.0
1955.0,The Prodigal,3.0,1.0,0.0,0.0,0,0.0
1955.0,Rebel Without a Cause,1.0,0.0,0.0,0.0,0,0.0
1955.0,Rififi,1.0,0.0,0.0,0.0,0,0.0
1955.0,The Seven Year Itch,1.0,0.0,0.0,0.0,0,0.0
1955.0,Sommarnattens leende (Smiles of a Summer Night),2.0,0.0,0.0,0.0,0,0.0
1955.0,Summertime,3.0,1.0,0.0,0.0,0,0.0
1955.0,Tarantula,0.0,0.0,0.0,0.0,0,0.0
1955.0,This Island Earth,0.0,0.0,0.0,0.0,0,0.0
1955.0,To Catch a Thief,3.0,1.0,0.0,0.0,0,0.0
1955.0,The Trouble with Harry,2.0,0.0,0.0,0.0,0,0.0
1955.0,We're No Angels,3.0,1.0,0.0,0.0,0,0.0
1954.0,20000 Leagues Under the Sea,0.0,0.0,0.0,0.0,0,0.0
1954.0,Animal Farm,0.0,0.0,1.0,0.0,1,2.0
1954.0,Attila,2.0,0.0,0.0,0.0,0,0.0
1954.0,Carmen Jones,3.0,1.0,0.0,0.0,0,0.0
1954.0,Comicos,3.0,1.0,0.0,0.0,0,0.0
1954.0,Creature from the Black Lagoon,0.0,0.0,0.0,0.0,0,0.0
1954.0,Dial M for Murder,0.0,0.0,0.0,0.0,0,0.0
1954.0,Executive Suite,2.0,0.0,0.0,0.0,0,0.0
1954.0,The Glenn Miller Story,2.0,0.0,0.0,0.0,0,0.0
1954.0,Hobson's Choice,3.0,1.0,0.0,0.0,0,0.0
1954.0,Johnny Guitar,2.0,0.0,0.0,0.0,0,0.0
1954.0,Journey to Italy,3.0,1.0,0.0,0.0,0,0.0
1954.0,Knock on Wood,1.0,0.0,0.0,0.0,0,0.0
1954.0,Late Chrysanthemuns,3.0,1.0,0.0,1.0,0,1.0
1954.0,On the Waterfront,0.0,0.0,0.0,0.0,0,0.0
1954.0,Phffft,2.0,0.0,0.0,0.0,0,0.0
1954.0,Rear Window,3.0,1.0,0.0,0.0,0,0.0
1954.0,Sabrina,3.0,1.0,0.0,0.0,0,0.0
1954.0,Salt of the Earth,3.0,1.0,0.0,0.0,0,0.0
1954.0,Seven Brides for Seven Brothers,3.0,1.0,0.0,1.0,0,1.0
1954.0,Shichinin no samurai,0.0,0.0,0.0,0.0,0,0.0
1954.0,Them!,1.0,0.0,0.0,0.0,0,0.0
1954.0,Three Coins in the Fountain,3.0,1.0,0.0,0.0,1,1.0
1954.0,Touchez pas au grisbi,1.0,0.0,0.0,0.0,0,0.0
1954.0,Uwasa no onna,3.0,1.0,0.0,0.0,0,0.0
1954.0,White Christmas,3.0,1.0,0.0,1.0,0,1.0
1953.0,"The 5,000 Fingers of Dr. T.",0.0,0.0,0.0,0.0,0,0.0
1953.0,The Band Wagon,1.0,0.0,0.0,1.0,0,1.0
1953.0,"The Beast from 20,000 Fathoms",1.0,0.0,0.0,0.0,0,0.0
1953.0,The Big Heat,3.0,1.0,0.0,0.0,0,0.0
1953.0,Calamity Jane,3.0,1.0,0.0,0.0,0,0.0
1953.0,The Cruel Sea,3.0,1.0,0.0,0.0,0,0.0
1953.0,Fear and Desire,0.0,0.0,0.0,0.0,0,0.0
1953.0,From Here to Eternity,3.0,1.0,0.0,0.0,0,0.0
1953.0,Gentlemen Prefer Blondes,3.0,1.0,0.0,1.0,0,1.0
1953.0,Glen or Glenda,0.0,0.0,0.0,0.0,0,0.0
1953.0,The Hitch-Hiker,0.0,0.0,1.0,1.0,0,2.0
1953.0,How to Marry a Millionaire,3.0,1.0,0.0,0.0,0,0.0
1953.0,I Confess,1.0,0.0,0.0,0.0,0,0.0
1953.0,Inferno,0.0,0.0,0.0,0.0,0,0.0
1953.0,It Came from Outer Space,2.0,0.0,0.0,0.0,0,0.0
1953.0,Julius Caesar,1.0,0.0,0.0,0.0,0,0.0
1953.0,Le Salaire de la Peur,1.0,0.0,0.0,0.0,0,0.0
1953.0,Mesa of Lost Women,1.0,0.0,0.0,0.0,0,0.0
1953.0,Miss Sadie Thompson,3.0,1.0,0.0,0.0,0,0.0
1953.0,Mogambo,2.0,0.0,0.0,0.0,0,0.0
1953.0,Mr. Hulot's Holiday,3.0,1.0,0.0,0.0,0,0.0
1953.0,Pickup on South Street,3.0,1.0,0.0,0.0,0,0.0
1953.0,Roman holiday,3.0,1.0,0.0,0.0,0,0.0
1953.0,Salome,3.0,1.0,0.0,0.0,0,0.0
1953.0,Shane,1.0,0.0,0.0,0.0,0,0.0
1953.0,Stalag 17,0.0,0.0,0.0,0.0,0,0.0
1953.0,Summer with Monika,3.0,1.0,0.0,0.0,0,0.0
1953.0,Tokyo Story,3.0,1.0,0.0,0.0,0,0.0
1953.0,Ugetsu,2.0,0.0,0.0,0.0,0,0.0
1953.0,The War of the Worlds,1.0,0.0,0.0,0.0,0,0.0
1953.0,The Wild One,1.0,0.0,0.0,0.0,0,0.0
1952.0,The Bad and the Beautiful,2.0,0.0,0.0,0.0,0,0.0
1952.0,The Big Sky,0.0,0.0,0.0,0.0,0,0.0
1952.0,Clash by Night,3.0,1.0,0.0,0.0,0,0.0
1952.0,Europe '51,3.0,1.0,0.0,0.0,0,0.0
1952.0,Forbidden Games,3.0,1.0,0.0,0.0,0,0.0
1952.0,High Noon,2.0,0.0,0.0,0.0,0,0.0
1952.0,Ikiru,1.0,0.0,0.0,0.0,0,0.0
1952.0,Limelight,1.0,0.0,0.0,0.0,0,0.0
1952.0,Lovely to Look at,3.0,1.0,0.0,0.0,0,0.0
1952.0,The Magic Box,2.0,0.0,0.0,0.0,0,0.0
1952.0,The Quiet Man,1.0,0.0,0.0,0.0,0,0.0
1952.0,Singin' in the Rain,3.0,1.0,0.0,1.0,0,1.0
1952.0,The Snows of Kilimanjaro,1.0,0.0,0.0,0.0,0,0.0
1951.0,A Streetcar Named Desire,3.0,1.0,0.0,0.0,0,0.0
1951.0,Ace In The Hole,2.0,0.0,0.0,0.0,0,0.0
1951.0,The African Queen,0.0,0.0,0.0,0.0,0,0.0
1951.0,An American in Paris,1.0,0.0,0.0,0.0,0,0.0
1951.0,Bellissima,3.0,1.0,0.0,1.0,0,1.0
1951.0,Cause for Alarm!,3.0,1.0,0.0,0.0,0,0.0
1951.0,The Day the Earth Stood Still,3.0,1.0,0.0,0.0,0,0.0
1951.0,Diary of a Country Priest,1.0,0.0,0.0,0.0,0,0.0
1951.0,Early Summer,3.0,1.0,0.0,0.0,0,0.0
1951.0,The Idiot,3.0,1.0,0.0,0.0,0,0.0
1951.0,Quo Vadis,3.0,1.0,0.0,1.0,0,1.0
1951.0,Show Boat,3.0,1.0,0.0,0.0,0,0.0
1951.0,Strangers on a Train,2.0,0.0,0.0,0.0,0,0.0
1951.0,Surcos,3.0,1.0,0.0,0.0,0,0.0
1951.0,Take Care of My Little Girl,3.0,1.0,0.0,0.0,0,0.0
1951.0,The Thing from Another World,1.0,0.0,0.0,0.0,0,0.0
1951.0,Westward the Women,3.0,1.0,0.0,0.0,0,0.0
1950.0,All About Eve,3.0,1.0,0.0,0.0,0,0.0
1950.0,The Asphalt Jungle,1.0,0.0,0.0,0.0,0,0.0
1950.0,Born Yesterday,3.0,1.0,0.0,0.0,0,0.0
1950.0,D.O.A.,1.0,0.0,0.0,0.0,0,0.0
1950.0,The Flying Saucer,1.0,0.0,0.0,0.0,0,0.0
1950.0,Harvey,2.0,0.0,0.0,1.0,0,1.0
1950.0,In a Lonely Place,2.0,0.0,0.0,1.0,0,1.0
1950.0,Les enfants terribles,3.0,1.0,0.0,0.0,0,0.0
1950.0,No Way Out,3.0,1.0,0.0,0.0,0,0.0
1950.0,Odette,3.0,1.0,0.0,0.0,0,0.0
1950.0,Orpheus,2.0,0.0,0.0,0.0,0,0.0
1950.0,Rashomon,0.0,0.0,0.0,0.0,0,0.0
1950.0,Scandal,3.0,1.0,0.0,0.0,0,0.0
1950.0,Stage Fright,3.0,1.0,0.0,1.0,0,1.0
1950.0,Summer Stock,3.0,1.0,0.0,0.0,0,0.0
1950.0,Sunset Blvd.,1.0,0.0,0.0,0.0,0,0.0
1950.0,Three Secrets,3.0,1.0,0.0,0.0,0,0.0
1949.0,A Letter to Three Wives,3.0,1.0,0.0,1.0,0,1.0
1949.0,Adam's Rib,3.0,1.0,0.0,1.0,0,1.0
1949.0,The Adventures of Ichabod and Mr. Toad,0.0,0.0,0.0,0.0,0,0.0
1949.0,The Barkleys of Broadway,3.0,1.0,0.0,1.0,0,1.0
1949.0,Caught,3.0,1.0,0.0,0.0,0,0.0
1949.0,The Fountainhead,1.0,0.0,0.0,1.0,0,1.0
1949.0,The Heiress,3.0,1.0,0.0,0.0,0,0.0
1949.0,I Was a Male War Bride,2.0,0.0,0.0,1.0,0,1.0
1949.0,Kind Hearts and Coronets,1.0,0.0,0.0,0.0,0,0.0
1949.0,Late Spring,3.0,1.0,0.0,0.0,0,0.0
